iter	RMSE	R2
133	159.5224682	0.5305533689
134	159.515352	0.530595251
135	159.5052257	0.5306548466
136	159.4989959	0.5306915082
137	159.4917486	0.5307341564
138	159.4825476	0.5307882978
139	159.4757837	0.5308280969
140	159.4679439	0.5308742249
141	159.4648616	0.53089236
142	159.4600223	0.5309208317
143	159.4554752	0.5309475835
144	159.4501234	0.5309790681
145	159.4394497	0.5310418592
146	159.4346717	0.5310699658
147	159.4315003	0.531088621
148	159.4270903	0.5311145618
149	159.4204572	0.5311535779
150	159.4144345	0.5311890017
151	159.4081939	0.5312257065
152	159.4037984	0.5312515577
153	159.3972543	0.5312900447
154	159.3937359	0.5313107362
155	159.3903892	0.5313304176
156	159.3839192	0.5313684653
157	159.3772175	0.5314078741
158	159.373054	0.5314323567
159	159.3667314	0.5314695335
160	159.3617544	0.5314987971
161	159.356797	0.5315279449
162	159.348361	0.5315775432
163	159.3391783	0.5316315291
164	159.3320618	0.5316733651
165	159.3264207	0.5317065262
166	159.3174251	0.5317594046
167	159.3119212	0.5317917567
168	159.3036314	0.5318404819
169	159.2975786	0.5318760568
170	159.2897865	0.5319218526
171	159.2853549	0.5319478973
172	159.2805923	0.5319758863
173	159.2758131	0.5320039718
174	159.2711485	0.5320313834
175	159.2657751	0.5320629589
176	159.2568032	0.5321156779
177	159.2524819	0.5321410685
178	159.2502098	0.5321544187
179	159.2435285	0.5321936744
180	159.2389462	0.5322205965
181	159.2322215	0.5322601051
182	159.2293201	0.5322771505
183	159.2209227	0.5323264821
184	159.216497	0.532352481
185	159.2145524	0.5323639039
186	159.2084611	0.5323996854
187	159.2045126	0.5324228789
188	159.2010103	0.5324434506
189	159.1936345	0.5324867739
190	159.1895797	0.5325105893
191	159.1860214	0.5325314885
192	159.1807236	0.532562603
193	159.176156	0.5325894283
194	159.1714805	0.5326168868
195	159.1678384	0.5326382754
196	159.1648158	0.5326560254
197	159.1594035	0.5326878083
198	159.1549994	0.5327136699
199	159.1510214	0.5327370288
200	159.1476423	0.5327568705
201	159.1421307	0.532789233
202	159.1397921	0.5328029645
203	159.1356482	0.5328272954
204	159.1310118	0.5328545169
205	159.1275366	0.5328749203
206	159.1225519	0.5329041853
207	159.1158791	0.5329433596
208	159.1126153	0.5329625202
209	159.1094359	0.5329811848
210	159.105386	0.5330049593
211	159.1005155	0.5330335496
212	159.0963166	0.5330581974
213	159.0922147	0.5330822747
214	159.0906591	0.5330914059
215	159.0857858	0.5331200103
216	159.0840543	0.5331301736
217	159.079728	0.533155566
218	159.0755701	0.53317997
219	159.0712808	0.533205144
220	159.0680571	0.5332240637
221	159.0655	0.5332390711
222	159.0595262	0.533274129
223	159.0548943	0.5333013117
224	159.0518052	0.5333194395
225	159.04555	0.5333561457
226	159.0411024	0.5333822445
227	159.0367995	0.5334074931
228	159.0351103	0.5334174048
229	159.0313898	0.5334392352
230	159.0266731	0.53346691
231	159.024204	0.5334813968
232	159.0197694	0.5335074158
233	159.0166759	0.5335255653
234	159.0125214	0.5335499396
235	159.0093305	0.5335686596
236	159.0061125	0.5335875385
237	159.002137	0.5336108608
238	158.9994817	0.5336264381
239	158.9955944	0.5336492423
240	158.9917902	0.5336715582
241	158.9876902	0.5336956087
242	158.9840984	0.5337166777
243	158.9802559	0.5337392165
244	158.9766417	0.5337604158
245	158.9730617	0.5337814143
246	158.9696899	0.5338011909
247	158.9660875	0.5338223196
248	158.9635375	0.5338372756
249	158.9577326	0.5338713208
250	158.9521667	0.5339039635
251	158.9477095	0.5339301024
252	158.9439788	0.5339519808
253	158.9403154	0.5339734637
254	158.9370918	0.5339923673
255	158.9322809	0.5340205781
256	158.9296119	0.5340362288
257	158.9271931	0.5340504121
258	158.9250072	0.5340632294
259	158.920639	0.5340888426
260	158.917202	0.5341089948
261	158.9146399	0.5341240172
262	158.9129747	0.5341337806
263	158.9097949	0.5341524241
264	158.9044547	0.5341837334
265	158.9008965	0.5342045945
266	158.8985458	0.534218376
267	158.8958409	0.5342342334
268	158.8924293	0.5342542339
269	158.889467	0.5342716
270	158.8851294	0.5342970277
271	158.8810136	0.5343211546
272	158.8785101	0.5343358301
273	158.8760181	0.5343504377
274	158.8724195	0.5343715321
275	158.8669304	0.5344037068
276	158.8638687	0.5344216525
277	158.861472	0.5344357002
278	158.8587673	0.534451553
279	158.8543616	0.5344773752
280	158.8525011	0.5344882795
281	158.8486887	0.5345106236
282	158.8465545	0.5345231314
283	158.8439891	0.5345381664
284	158.8413097	0.5345538692
285	158.8362806	0.534583342
286	158.8319153	0.5346089237
287	158.8255867	0.5346460094
288	158.8228577	0.5346620015
289	158.820442	0.5346761565
290	158.8171183	0.5346956325
291	158.812251	0.5347241525
292	158.8096156	0.5347395947
293	158.8068928	0.5347555482
294	158.8046658	0.5347685969
295	158.800463	0.5347932211
296	158.7981546	0.5348067463
297	158.7940096	0.534831031
298	158.7912545	0.5348471727
299	158.7892675	0.5348588134
300	158.786124	0.53487723
301	158.7828749	0.5348962642
302	158.7799956	0.5349131326
303	158.7773428	0.5349286728
304	158.7729778	0.5349542437
305	158.7711415	0.5349650002
306	158.7683745	0.5349812095
307	158.7668646	0.5349900539
308	158.7639782	0.5350069616
309	158.7612984	0.535022659
310	158.7577678	0.5350433392
311	158.754077	0.535064958
312	158.7516481	0.5350791846
313	158.7496226	0.5350910481
314	158.747629	0.535102725
315	158.7440838	0.5351234891
316	158.7414919	0.5351386692
317	158.7387598	0.5351546708
318	158.7349771	0.5351768249
319	158.7323181	0.5351923975
320	158.7288526	0.5352126928
321	158.7256319	0.5352315542
322	158.7226421	0.5352490631
323	158.7209449	0.535259002
324	158.7161443	0.5352871143
325	158.713742	0.5353011821
326	158.71034	0.5353211029
327	158.7089528	0.5353292263
328	158.7057933	0.5353477268
329	158.7037814	0.5353595076
330	158.7007095	0.5353774945
331	158.6985048	0.5353904034
332	158.6972382	0.5353978202
333	158.694845	0.5354118326
334	158.6922736	0.5354268882
335	158.6877009	0.5354536612
336	158.6854889	0.5354666119
337	158.6823592	0.5354849354
338	158.6805798	0.5354953532
339	158.6784069	0.5355080745
340	158.6758804	0.5355228658
341	158.6730754	0.5355392871
342	158.6707362	0.5355529815
343	158.6688166	0.5355642191
344	158.6650584	0.5355862202
345	158.6624577	0.5356014443
346	158.659885	0.5356165045
347	158.6577268	0.5356291386
348	158.6537365	0.5356524964
349	158.6519236	0.5356631083
350	158.6500129	0.5356742926
351	158.6469935	0.5356919659
352	158.6443164	0.5357076359
353	158.6405807	0.5357295018
354	158.6387169	0.5357404106
355	158.6352115	0.5357609277
356	158.6331142	0.5357732028
357	158.6293054	0.5357954951
358	158.6271739	0.5358079702
359	158.6242755	0.5358249333
360	158.623462	0.5358296943
361	158.620887	0.5358447642
362	158.6183882	0.535859388
363	158.6159742	0.5358735154
364	158.6141001	0.5358844828
365	158.6117096	0.535898472
366	158.6096481	0.535910536
367	158.6065644	0.5359285815
368	158.6046868	0.5359395692
369	158.6019883	0.5359553599
370	158.5995179	0.5359698159
371	158.5964502	0.5359877664
372	158.5938931	0.5360027293
373	158.5921427	0.5360129715
374	158.5892262	0.5360300369
375	158.5875763	0.5360396907
376	158.5850659	0.5360543793
377	158.5830452	0.5360662026
378	158.5810221	0.5360780394
379	158.5788624	0.5360906758
380	158.5764318	0.5361048968
381	158.5749912	0.536113325
382	158.5724669	0.5361280938
383	158.5703967	0.5361402055
384	158.5674075	0.5361576937
385	158.5645037	0.5361746819
386	158.5632372	0.5361820918
387	158.5608476	0.5361960715
388	158.558658	0.5362088806
389	158.5560718	0.5362240103
390	158.55464	0.5362323861
391	158.5520131	0.5362477534
392	158.5497125	0.5362612114
393	158.5482868	0.536269551
394	158.5459046	0.5362834862
395	158.5433582	0.5362983818
396	158.5412576	0.5363106692
397	158.5374646	0.5363328559
398	158.5353621	0.536345154
399	158.5323751	0.536362625
400	158.531192	0.5363695452
401	158.5284424	0.5363856275
402	158.5262318	0.5363985576
403	158.5243489	0.5364095704
404	158.5220265	0.5364231535
405	158.5179668	0.5364468971
406	158.5154167	0.5364618118
407	158.5125845	0.5364783753
408	158.5092928	0.5364976267
409	158.5077916	0.5365064059
410	158.503667	0.5365305272
411	158.501777	0.53654158
412	158.5007228	0.5365477446
413	158.4994641	0.5365551057
414	158.4966988	0.5365712765
415	158.4936132	0.5365893204
416	158.4924941	0.5365958648
417	158.4904603	0.5366077576
418	158.4876892	0.5366239617
419	158.4849817	0.5366397935
420	158.4832668	0.5366498211
421	158.4806231	0.5366652797
422	158.4794497	0.5366721407
423	158.4782739	0.5366790158
424	158.4751561	0.5366972456
425	158.4719832	0.5367157972
426	158.4701705	0.536726396
427	158.4684795	0.5367362829
428	158.4659254	0.5367512158
429	158.4621788	0.5367731208
430	158.4594237	0.5367892285
431	158.4580481	0.5367972708
432	158.4558445	0.5368101539
433	158.4530654	0.5368264012
434	158.4505833	0.5368409116
435	158.4478355	0.5368569753
436	158.4454892	0.5368706922
437	158.4438452	0.5368803025
438	158.441677	0.5368929776
439	158.4400926	0.5369022393
440	158.4378608	0.5369152857
441	158.435062	0.5369316464
442	158.4335046	0.5369407504
443	158.4319604	0.5369497766
444	158.4297667	0.5369625999
445	158.4274242	0.5369762926
446	158.4249385	0.5369908218
447	158.4220243	0.5370078556
448	158.4198516	0.5370205549
449	158.4186461	0.5370276014
450	158.4167894	0.5370384535
451	158.4145732	0.5370514067
452	158.412252	0.5370649735
453	158.4098953	0.5370787474
454	158.4082282	0.5370884907
455	158.4063666	0.5370993708
456	158.4039648	0.5371134084
457	158.4022383	0.5371234985
458	158.4006539	0.5371327584
459	158.3983848	0.5371460191
460	158.3968336	0.5371550845
461	158.3953519	0.5371637437
462	158.3932714	0.5371759024
463	158.3915528	0.5371859456
464	158.3907777	0.5371904755
465	158.3869721	0.5372127146
466	158.3847404	0.5372257563
467	158.3836084	0.5372323713
468	158.3813419	0.5372456159
469	158.3794234	0.5372568263
470	158.3780872	0.5372646343
471	158.3756254	0.5372790195
472	158.373216	0.5372930982
473	158.3708847	0.5373067208
474	158.3678824	0.5373242637
475	158.3665963	0.5373317783
476	158.3638676	0.5373477218
477	158.3621268	0.5373578929
478	158.3602427	0.5373689017
479	158.3583939	0.5373797035
480	158.3558128	0.537394784
481	158.3539758	0.5374055167
482	158.3528148	0.5374123
483	158.3490451	0.537434324
484	158.3458963	0.5374527204
485	158.3439437	0.5374641281
486	158.3418682	0.5374762533
487	158.340393	0.5374848716
488	158.3390842	0.5374925177
489	158.3379188	0.5374993258
490	158.3360869	0.5375100276
491	158.3342452	0.5375207866
492	158.3316944	0.5375356873
493	158.3306941	0.5375415313
494	158.3286836	0.5375532757
495	158.3275685	0.5375597897
496	158.3262908	0.5375672536
497	158.3245403	0.5375774786
498	158.3231091	0.5375858389
499	158.3211013	0.5375975672
500	158.3193047	0.5376080622
501	158.3176209	0.5376178976
502	158.3167047	0.5376232488
503	158.3158496	0.5376282439
504	158.3149753	0.5376333509
505	158.3127584	0.5376462999
506	158.3104995	0.5376594941
507	158.3089837	0.5376683474
508	158.30722	0.5376786493
509	158.3060759	0.5376853317
510	158.3050705	0.5376912036
511	158.3025091	0.5377061642
512	158.2993434	0.5377246535
513	158.297833	0.5377334749
514	158.2966802	0.5377402077
515	158.2951957	0.5377488779
516	158.2935378	0.5377585609
517	158.2913089	0.537771578
518	158.2905004	0.5377762999
519	158.2889851	0.5377851495
520	158.2875657	0.5377934391
521	158.2844325	0.5378117371
522	158.283188	0.5378190047
523	158.2811741	0.5378307657
524	158.2792241	0.5378421533
525	158.2776268	0.5378514813
526	158.2756661	0.5378629312
527	158.2744347	0.5378701219
528	158.2727047	0.5378802247
529	158.2709519	0.53789046
530	158.269491	0.5378989907
531	158.2673527	0.5379114769
532	158.265276	0.5379236035
533	158.2643231	0.5379291677
534	158.2622966	0.5379410012
535	158.2608457	0.5379494732
536	158.2575938	0.5379684611
537	158.2564102	0.5379753722
538	158.2549216	0.5379840635
539	158.2531798	0.5379942336
540	158.2511474	0.5380061004
541	158.2497405	0.5380143153
542	158.2474383	0.5380277567
543	158.2459851	0.5380362414
544	158.2444643	0.5380451208
545	158.2426334	0.5380558106
546	158.240617	0.5380675829
547	158.2394108	0.538074625
548	158.2375914	0.5380852471
549	158.2353999	0.5380980417
550	158.2337248	0.5381078213
551	158.2317093	0.5381195876
552	158.2303521	0.5381275113
553	158.2281927	0.5381401176
554	158.2259588	0.5381531586
555	158.2246558	0.538160765
556	158.2228622	0.538171236
557	158.2213995	0.5381797746
558	158.2194961	0.5381908858
559	158.2174867	0.5382026159
560	158.2155198	0.5382140977
561	158.2141612	0.538222028
562	158.2129338	0.5382291932
563	158.2112739	0.5382388821
564	158.2087065	0.5382538686
565	158.2070617	0.5382634698
566	158.2056193	0.538271889
567	158.2040751	0.5382809028
568	158.2024436	0.5382904259
569	158.2006072	0.5383011449
570	158.1983316	0.5383144273
571	158.1963864	0.5383257808
572	158.1953345	0.5383319203
573	158.1937769	0.5383410113
574	158.1917257	0.5383529834
575	158.190729	0.538358801
576	158.1888456	0.5383697934
577	158.1867521	0.5383820119
578	158.1851416	0.5383914112
579	158.1835936	0.5384004459
580	158.1821707	0.5384087502
581	158.1800493	0.5384211311
582	158.1786471	0.5384293144
583	158.177508	0.5384359622
584	158.1753344	0.5384486469
585	158.1735122	0.5384592811
586	158.1718157	0.5384691818
587	158.1704548	0.538477124
588	158.168752	0.5384870607
589	158.1675956	0.5384938093
590	158.1655853	0.5385055406
591	158.1648672	0.5385097312
592	158.1631377	0.5385198237
593	158.1607408	0.5385338108
594	158.1590775	0.5385435164
595	158.1580895	0.5385492822
596	158.1568069	0.5385567661
597	158.1551842	0.5385662353
598	158.1521321	0.5385840448
599	158.1511569	0.5385897347
600	158.1499605	0.538596716
601	158.1487456	0.5386038051
602	158.1474219	0.5386115289
603	158.1447953	0.5386268546
604	158.1435577	0.5386340755
605	158.1418089	0.5386442797
606	158.1405476	0.5386516388
607	158.1393282	0.5386587534
608	158.1378388	0.5386674433
609	158.1354209	0.5386815507
610	158.1340461	0.5386895722
611	158.1326325	0.5386978193
612	158.1319231	0.5387019585
613	158.1302965	0.5387114483
614	158.129261	0.5387174896
615	158.1282343	0.5387234802
616	158.1264673	0.5387337891
617	158.1256994	0.538738269
618	158.1243367	0.538746219
619	158.1226292	0.5387561808
620	158.1216601	0.5387618341
621	158.11974	0.5387730362
622	158.1182104	0.5387819594
623	158.117182	0.5387879588
624	158.1160449	0.5387945926
625	158.1155317	0.5387975864
626	158.1141505	0.538805644
627	158.1131093	0.5388117183
628	158.1109345	0.5388244049
629	158.1093518	0.5388336375
630	158.1076824	0.5388433759
631	158.1063132	0.5388513632
632	158.1052422	0.5388576108
633	158.1035087	0.5388677226
634	158.102423	0.538874056
635	158.1011446	0.5388815136
636	158.0995285	0.5388909404
637	158.0979463	0.5389001695
638	158.0963918	0.5389092371
639	158.0956167	0.5389137584
640	158.0936726	0.5389250983
641	158.0928141	0.5389301057
642	158.090764	0.5389420634
643	158.0891427	0.53895152
644	158.0874685	0.5389612856
645	158.0863893	0.5389675802
646	158.0842557	0.5389800242
647	158.0824705	0.538990437
648	158.0815117	0.5389960287
649	158.0792226	0.5390093799
650	158.0781474	0.5390156512
651	158.0766378	0.5390244554
652	158.0747269	0.5390356006
653	158.0743189	0.5390379796
654	158.0731246	0.5390449452
655	158.0722177	0.5390502344
656	158.0699505	0.5390634572
657	158.0682989	0.5390730894
658	158.0670085	0.5390806149
659	158.0660429	0.5390862464
660	158.0645377	0.5390950244
661	158.0623637	0.5391077028
662	158.0615525	0.5391124336
663	158.0602718	0.5391199021
664	158.0591878	0.5391262238
665	158.0579647	0.5391333562
666	158.0570477	0.5391387039
667	158.0553642	0.5391485214
668	158.0533007	0.5391605547
669	158.0520355	0.5391679324
670	158.0505136	0.5391768072
671	158.0492871	0.5391839594
672	158.0479672	0.539191656
673	158.0467584	0.5391987049
674	158.0437525	0.5392162328
675	158.0424314	0.5392239362
676	158.0412127	0.5392310424
677	158.0400618	0.539237753
678	158.0387125	0.539245621
679	158.0378415	0.5392506997
680	158.035502	0.5392643408
681	158.0338841	0.5392737743
682	158.0332323	0.5392775748
683	158.0319871	0.5392848349
684	158.0314085	0.539288209
685	158.030702	0.5392923279
686	158.0301374	0.5392956202
687	158.0288043	0.5393033931
688	158.0277637	0.53930946
689	158.0261954	0.539318604
690	158.0249078	0.539326111
691	158.022838	0.5393381788
692	158.02211	0.5393424231
693	158.0204116	0.5393523252
694	158.0191607	0.5393596187
695	158.0179563	0.5393666403
696	158.0167476	0.5393736874
697	158.0155276	0.5393808001
698	158.0139882	0.5393897744
699	158.0133703	0.5393933767
700	158.0116588	0.5394033549
701	158.0103994	0.5394106971
702	158.009621	0.5394152351
703	158.0086153	0.5394210981
704	158.0080326	0.5394244949
705	158.0067739	0.5394318327
706	158.006174	0.5394353303
707	158.0043158	0.5394461627
708	158.0032286	0.5394525008
709	158.0012513	0.5394640277
710	158.0006493	0.539467537
711	157.99919	0.5394760441
712	157.9980757	0.5394825399
713	157.9972129	0.5394875694
714	157.9959996	0.539494642
715	157.9944352	0.5395037614
716	157.9935132	0.5395091358
717	157.9922456	0.539516525
718	157.9911201	0.5395230856
719	157.9899999	0.5395296154
720	157.9882653	0.5395397265
721	157.986989	0.5395471662
722	157.9860804	0.5395524623
723	157.984916	0.5395592495
724	157.9842759	0.5395629806
725	157.9827004	0.5395721645
726	157.9816211	0.5395784553
727	157.9802717	0.5395863209
728	157.9791382	0.5395929276
729	157.9782	0.539598396
730	157.9772013	0.5396042169
731	157.9764113	0.5396088216
732	157.9751578	0.5396161275
733	157.9741103	0.539622233
734	157.97328	0.5396270724
735	157.971362	0.5396382513
736	157.970517	0.5396431764
737	157.9682153	0.5396565918
738	157.9667863	0.53966492
739	157.965772	0.5396708318
740	157.9641832	0.5396800915
741	157.9620037	0.539692794
742	157.9610518	0.539698342
743	157.9592768	0.5397086867
744	157.9576743	0.5397180256
745	157.9561144	0.5397271167
746	157.9550287	0.5397334441
747	157.9538979	0.5397400339
748	157.9527783	0.5397465589
749	157.9513633	0.5397548052
750	157.9506563	0.5397589253
751	157.949416	0.5397661529
752	157.9478083	0.5397755222
753	157.9467502	0.5397816883
754	157.9444009	0.5397953789
755	157.9425325	0.5398062664
756	157.9411436	0.53981436
757	157.9398275	0.5398220296
758	157.9387647	0.539828223
759	157.9379983	0.5398326889
760	157.9368358	0.539839463
761	157.9357455	0.5398458161
762	157.9341086	0.5398553544
763	157.9322702	0.5398660668
764	157.931046	0.5398732002
765	157.9299096	0.5398798218
766	157.928411	0.539888554
767	157.926823	0.5398978071
768	157.9251171	0.5399077471
769	157.9232277	0.539918756
770	157.9221975	0.5399247586
771	157.9205138	0.5399345683
772	157.9184839	0.5399463957
773	157.9174303	0.5399525344
774	157.9166356	0.5399571649
775	157.9160161	0.539960774
776	157.9150072	0.5399666526
777	157.9136618	0.5399744912
778	157.9120734	0.5399837455
779	157.9096541	0.5399978412
780	157.9084932	0.5400046045
781	157.9061219	0.54001842
782	157.9053749	0.5400227718
783	157.9044159	0.5400283591
784	157.9034538	0.5400339643
785	157.9026515	0.5400386381
786	157.9014691	0.5400455267
787	157.9004978	0.5400511854
788	157.8997298	0.5400556596
789	157.8990432	0.5400596596
790	157.8977964	0.5400669227
791	157.896144	0.5400765494
792	157.894938	0.5400835748
793	157.8936874	0.5400908607
794	157.8927656	0.5400962303
795	157.8917036	0.5401024171
796	157.8906365	0.5401086333
797	157.8885997	0.5401204988
798	157.8877034	0.54012572
799	157.8863392	0.5401336667
800	157.8853332	0.540139527
801	157.8843245	0.5401454031
802	157.882851	0.5401539863
803	157.8816636	0.5401609034
804	157.8806584	0.5401667587
805	157.8799203	0.5401710579
806	157.8785945	0.5401787809
807	157.8772778	0.5401864503
808	157.8759771	0.5401940267
809	157.8748126	0.5402008101
810	157.8728858	0.5402120334
811	157.8716336	0.5402193272
812	157.86961	0.5402311141
813	157.8684618	0.5402378017
814	157.8667072	0.5402480217
815	157.8651597	0.5402570351
816	157.8638368	0.5402647403
817	157.862476	0.5402726661
818	157.8615259	0.5402782002
819	157.8601484	0.5402862232
820	157.8587874	0.5402941499
821	157.8574091	0.5403021775
822	157.8569065	0.5403051047
823	157.8562222	0.5403090904
824	157.8545429	0.5403188707
825	157.853272	0.5403262726
826	157.8522308	0.5403323365
827	157.8510877	0.5403389936
828	157.8500356	0.540345121
829	157.8490653	0.5403507725
830	157.8473781	0.540360598
831	157.8469401	0.5403631493
832	157.8458665	0.5403694017
833	157.8444583	0.5403776028
834	157.8434892	0.5403832461
835	157.8424321	0.5403894023
836	157.8402105	0.5404023404
837	157.8391406	0.540408571
838	157.8380189	0.5404151031
839	157.8370023	0.5404210232
840	157.836287	0.5404251886
841	157.8352503	0.540431226
842	157.8342703	0.5404369329
843	157.8329189	0.5404448026
844	157.8318128	0.5404512437
845	157.8310042	0.5404559525
846	157.8296344	0.540463929
847	157.8285644	0.5404701598
848	157.8281209	0.5404727424
849	157.8271346	0.5404784859
850	157.8259193	0.5404855626
851	157.8254589	0.5404882433
852	157.8247612	0.5404923061
853	157.8240108	0.5404966756
854	157.8227514	0.5405040092
855	157.821097	0.5405136425
856	157.8191708	0.5405248583
857	157.8177796	0.5405329593
858	157.8161314	0.5405425563
859	157.815111	0.5405484976
860	157.8144933	0.5405520943
861	157.8135715	0.5405574616
862	157.8125078	0.5405636548
863	157.8113017	0.5405706775
864	157.8103234	0.5405763738
865	157.8090391	0.5405838518
866	157.8080826	0.5405894209
867	157.8069905	0.5405957794
868	157.8056442	0.5406036182
869	157.8048646	0.540608157
870	157.8035549	0.5406157824
871	157.802536	0.5406217144
872	157.8008898	0.5406312991
873	157.7998212	0.5406375203
874	157.7988377	0.5406432464
875	157.7981829	0.5406470589
876	157.7967496	0.5406554034
877	157.7956815	0.5406616223
878	157.793662	0.5406733794
879	157.7919309	0.5406834573
880	157.7899573	0.5406949476
881	157.789046	0.5407002525
882	157.7879149	0.5407068377
883	157.7873299	0.5407102434
884	157.7864851	0.5407151614
885	157.7858433	0.5407188975
886	157.7848708	0.5407245593
887	157.7836611	0.5407316012
888	157.7822483	0.5407398257
889	157.7809784	0.5407472186
890	157.7796271	0.540755085
891	157.7791515	0.5407578536
892	157.7779999	0.5407645575
893	157.7762893	0.5407745155
894	157.7750229	0.5407818874
895	157.7740107	0.5407877792
896	157.7726756	0.5407955511
897	157.7711668	0.5408043339
898	157.7704155	0.5408087074
899	157.7700022	0.540811113
900	157.7685935	0.5408193128
901	157.7676243	0.5408249546
902	157.7666412	0.540830677
903	157.7660339	0.540834212
904	157.7647701	0.5408415689
905	157.7640244	0.5408459093
906	157.7629062	0.5408524178
907	157.7616437	0.5408597664
908	157.7600859	0.540868834
909	157.7594403	0.540872592
910	157.7574701	0.5408840593
911	157.7565364	0.5408894941
912	157.7556023	0.540894931
913	157.7542432	0.5409028416
914	157.7534297	0.5409075765
915	157.7522375	0.5409145156
916	157.7507883	0.5409229504
917	157.7495119	0.5409303793
918	157.7485098	0.5409362116
919	157.7473693	0.5409428495
920	157.7464335	0.540948296
921	157.745402	0.5409542995
922	157.7444921	0.5409595952
923	157.7434784	0.5409654952
924	157.7426878	0.5409700961
925	157.741489	0.540977073
926	157.7404084	0.540983362
927	157.7395482	0.5409883687
928	157.7389245	0.5409919982
929	157.7384131	0.5409949747
930	157.7376209	0.5409995853
931	157.7371199	0.5410025006
932	157.7361342	0.5410082375
933	157.7350305	0.5410146606
934	157.7341326	0.5410198863
935	157.7330145	0.5410263932
936	157.731864	0.5410330887
937	157.731281	0.5410364812
938	157.729707	0.5410456411
939	157.7288879	0.5410504079
940	157.7279978	0.5410555878
941	157.7261352	0.5410664268
942	157.7250006	0.5410730294
943	157.7239813	0.5410789611
944	157.7233031	0.5410829077
