iter	Passed	Remaining
539	33181	89713
540	33245	89657
541	33296	89568
542	33356	89503
543	33416	89438
544	33471	89359
545	33538	89313
546	33686	89482
547	33735	89387
548	33783	89289
549	33846	89232
550	33905	89164
551	33964	89096
552	34022	89024
553	34074	88938
554	34133	88868
555	34189	88794
556	34255	88744
557	34309	88664
558	34368	88594
559	34426	88526
560	34482	88450
561	34539	88378
562	34589	88285
563	34646	88213
564	34796	88375
565	34858	88317
566	34915	88243
567	34971	88168
568	35029	88097
569	35084	88019
570	35141	87946
571	35188	87847
572	35248	87782
573	35305	87711
574	35356	87621
575	35408	87537
576	35462	87458
577	35520	87386
578	35569	87295
579	35629	87229
580	35692	87172
581	35748	87098
582	35809	87036
583	36030	87360
584	36079	87270
585	36140	87204
586	36199	87137
587	36260	87074
588	36318	87004
589	36368	86914
590	36428	86847
591	36484	86773
592	36545	86711
593	36603	86641
594	36661	86570
595	36717	86495
596	36775	86425
597	36830	86348
598	36875	86248
599	36927	86165
600	36977	86075
601	37039	86015
602	37188	86157
603	37263	86125
604	37354	86132
605	37410	86056
606	37475	86003
607	37532	85930
608	37586	85849
609	37646	85785
610	37700	85705
611	37751	85619
612	37806	85542
613	37865	85475
614	37919	85395
615	37975	85321
616	38035	85255
617	38090	85179
618	38146	85106
619	38249	85136
620	38353	85167
621	38414	85105
622	38469	85027
623	38524	84951
624	38575	84866
625	38631	84791
626	38691	84726
627	38754	84666
628	38814	84602
629	38870	84526
630	38935	84474
631	38991	84399
632	39052	84336
633	39113	84273
634	39172	84204
635	39223	84120
636	39286	84061
637	39396	84103
638	39500	84131
639	39577	84102
640	39640	84042
641	39689	83952
642	39745	83879
643	39806	83815
644	39852	83720
645	39902	83635
646	39967	83579
647	40016	83490
648	40074	83420
649	40128	83343
650	40184	83270
651	40242	83201
652	40286	83103
653	40334	83013
654	40378	82914
655	40430	82833
656	40583	82957
657	40646	82899
658	40692	82805
659	40748	82732
660	40807	82665
661	40871	82607
662	40925	82530
663	40975	82445
664	41036	82381
665	41095	82314
666	41156	82250
667	41207	82168
668	41268	82104
669	41324	82031
670	41374	81947
671	41428	81869
672	41481	81792
673	41539	81723
674	41606	81671
675	41830	81928
676	41893	81869
677	41954	81804
678	42010	81731
679	42066	81659
680	42130	81601
681	42193	81541
682	42255	81480
