iter	RMSE	R2
514	158.3688588	0.5374572634
515	158.3678463	0.5374631774
516	158.3655156	0.5374767918
517	158.3632733	0.5374898897
518	158.3611579	0.5375022459
519	158.3598033	0.5375101582
520	158.3571068	0.5375259082
521	158.3558158	0.5375334488
522	158.3544012	0.5375417113
523	158.3534547	0.5375472395
524	158.3523399	0.5375537507
525	158.3508336	0.5375625486
526	158.3496764	0.5375693074
527	158.3481487	0.5375782298
528	158.3466802	0.5375868068
529	158.3447111	0.5375983071
530	158.3428644	0.5376090927
531	158.3406722	0.5376218962
532	158.338785	0.5376329179
533	158.3365987	0.537645686
534	158.3350093	0.5376549684
535	158.333104	0.5376660956
536	158.3314419	0.5376758021
537	158.3295341	0.5376869437
538	158.3275554	0.537698499
539	158.3257699	0.5377089256
540	158.3239905	0.5377193168
541	158.3216267	0.5377331208
542	158.3193036	0.5377466868
543	158.3179808	0.5377544112
544	158.3167714	0.5377614734
545	158.3153873	0.5377695555
546	158.3131599	0.5377825622
547	158.3114451	0.5377925752
548	158.3100401	0.5378007791
549	158.3087986	0.5378080284
550	158.3069963	0.5378185525
551	158.3044946	0.5378331596
552	158.3031051	0.5378412729
553	158.3020245	0.5378475823
554	158.3006307	0.5378557206
555	158.2990766	0.5378647947
556	158.298009	0.537871028
557	158.2966965	0.5378786915
558	158.2933196	0.5378984075
559	158.2921039	0.5379055059
560	158.2905439	0.5379146136
561	158.2887058	0.5379253453
562	158.2876859	0.5379312999
563	158.2863031	0.5379393729
564	158.2852742	0.5379453801
565	158.2837277	0.5379544089
566	158.2820672	0.537964103
567	158.2798207	0.5379772181
568	158.2776316	0.5379899986
569	158.2763362	0.5379975606
570	158.2751426	0.5380045289
571	158.2737459	0.5380126828
572	158.272112	0.5380222209
573	158.2711297	0.5380279557
574	158.2695737	0.5380370392
575	158.2682802	0.53804459
576	158.266568	0.5380545849
577	158.2654725	0.5380609804
578	158.2637675	0.5380709331
579	158.262807	0.5380765401
580	158.2618333	0.5380822237
581	158.260508	0.5380899603
582	158.2597566	0.5380943464
583	158.2586963	0.5381005357
584	158.257712	0.5381062809
585	158.2564563	0.5381136107
586	158.2557635	0.538117655
587	158.2536256	0.5381301341
588	158.2523786	0.5381374128
589	158.2511851	0.5381443794
590	158.2501241	0.5381505723
591	158.249139	0.5381563222
592	158.2477003	0.5381647202
593	158.2456711	0.5381765638
594	158.2437337	0.5381878721
595	158.2423127	0.5381961661
596	158.2412492	0.5382023732
597	158.2404524	0.538207024
598	158.2392423	0.5382140869
599	158.237223	0.5382258725
600	158.2365338	0.5382298951
601	158.2352827	0.538237197
602	158.2337899	0.5382459095
603	158.2328372	0.5382514696
604	158.2316263	0.5382585371
605	158.2301983	0.5382668709
606	158.2291053	0.5382732498
607	158.2276087	0.5382819844
608	158.225595	0.5382937365
609	158.2240835	0.5383025575
610	158.2230834	0.5383083944
611	158.2213325	0.5383186126
612	158.2203712	0.5383242226
613	158.2173028	0.5383421291
614	158.2155007	0.5383526457
615	158.2133084	0.5383654392
616	158.2112222	0.5383776134
617	158.2102657	0.5383831949
618	158.2081286	0.5383956656
619	158.2071203	0.5384015497
620	158.2057666	0.5384094488
621	158.2044897	0.5384169002
622	158.2030289	0.5384254241
623	158.2000718	0.5384426789
624	158.1991363	0.538448138
625	158.1966093	0.5384628831
626	158.1952789	0.5384706458
627	158.1934262	0.5384814561
628	158.1919939	0.5384898131
629	158.1906157	0.5384978552
630	158.1888542	0.5385081326
631	158.1880986	0.5385125414
632	158.186836	0.5385199085
633	158.1856166	0.5385270228
634	158.1843639	0.5385343317
635	158.1832495	0.5385408339
636	158.1819129	0.5385486322
637	158.1806373	0.5385560749
638	158.1773435	0.5385752916
639	158.1763353	0.5385811737
640	158.1743347	0.5385928459
641	158.1732885	0.5385989492
642	158.1722469	0.5386050264
643	158.1706597	0.5386142863
644	158.1694531	0.5386213254
645	158.1675156	0.5386326285
646	158.165925	0.5386419077
647	158.1638531	0.5386539952
648	158.1623523	0.5386627506
649	158.1616544	0.5386668218
650	158.1600205	0.5386763531
651	158.1588606	0.5386831196
652	158.1582325	0.5386867839
653	158.1567489	0.5386954387
654	158.1559172	0.53870029
655	158.1549285	0.538706058
656	158.1537469	0.5387129507
657	158.1517799	0.5387244246
658	158.1500084	0.5387347583
659	158.1484175	0.5387440384
660	158.1473232	0.538750422
661	158.1458186	0.5387591981
662	158.1437495	0.5387712677
663	158.1427537	0.5387770757
664	158.1415909	0.5387838588
665	158.1393174	0.5387971197
666	158.1382085	0.5388035878
667	158.1372285	0.5388093037
668	158.1352329	0.5388209437
669	158.1343706	0.5388259734
670	158.1330032	0.538833949
671	158.1317184	0.5388414425
672	158.129913	0.5388519725
673	158.1279	0.5388637137
674	158.1269207	0.5388694253
675	158.12486	0.538881444
676	158.1241617	0.5388855164
677	158.1226808	0.5388941536
678	158.1217818	0.5388993967
679	158.1211509	0.5389030764
680	158.1198383	0.5389107317
681	158.1189677	0.5389158091
682	158.1177419	0.5389229583
683	158.116736	0.5389288243
684	158.1155088	0.5389359819
685	158.1143232	0.5389428962
686	158.1130445	0.5389503536
687	158.111364	0.5389601539
688	158.1098017	0.5389692648
689	158.1087045	0.5389756635
690	158.1071366	0.538984807
691	158.1058867	0.5389920959
692	158.1048957	0.5389978752
693	158.1034814	0.5390061225
694	158.1018735	0.5390154994
695	158.1006906	0.5390223973
696	158.1000562	0.5390260964
697	158.0991536	0.5390313599
698	158.0978894	0.5390387319
699	158.0966521	0.539045947
700	158.0936442	0.5390634869
701	158.091971	0.5390732438
702	158.0905802	0.5390813535
703	158.0884668	0.5390936771
704	158.0870009	0.5391022245
705	158.0856181	0.5391102874
706	158.0836047	0.5391220274
707	158.0828192	0.5391266074
708	158.081037	0.5391369988
709	158.0800161	0.5391429512
710	158.0784291	0.5391522044
711	158.0771626	0.5391595891
712	158.0763024	0.5391646046
713	158.0746511	0.5391742324
714	158.0731544	0.539182959
715	158.0715989	0.5391920279
716	158.0706601	0.5391975016
717	158.0697562	0.5392027717
718	158.0684718	0.5392102603
719	158.0678926	0.539213637
720	158.0663413	0.5392226813
721	158.0651364	0.5392297064
722	158.063137	0.5392413627
723	158.0618969	0.5392485928
724	158.0611439	0.5392529825
725	158.059022	0.5392653531
726	158.057809	0.5392724248
727	158.0553446	0.5392867916
728	158.054468	0.539291902
729	158.053055	0.5393001395
730	158.0517323	0.5393078507
731	158.0505687	0.5393146336
732	158.0496369	0.5393200658
733	158.0485056	0.5393266606
734	158.0470181	0.5393353324
735	158.0460509	0.5393409702
736	158.044964	0.5393473065
737	158.0438613	0.5393537344
738	158.042208	0.5393633721
739	158.0411897	0.5393693078
740	158.0386844	0.5393839119
741	158.0378924	0.5393885284
742	158.0368409	0.5393946579
743	158.0361571	0.5393986437
744	158.0345177	0.5394082001
745	158.0331298	0.5394162898
746	158.0318051	0.5394240118
747	158.0287747	0.5394416755
748	158.0276268	0.539448366
749	158.0268353	0.5394529798
750	158.0259393	0.5394582019
751	158.0247995	0.5394648457
752	158.0235165	0.5394723235
753	158.0225675	0.5394778553
754	158.0204397	0.5394902571
755	158.0189485	0.5394989484
756	158.0174074	0.5395079307
757	158.0160135	0.5395160549
758	158.0150375	0.5395217433
759	158.0124018	0.5395371047
760	158.0115682	0.5395419627
761	158.0107201	0.5395469057
762	158.0095058	0.5395539831
763	158.0078636	0.5395635537
764	158.0065505	0.5395712062
765	158.0052409	0.5395788386
766	158.0040846	0.5395855775
767	158.0030022	0.5395918857
768	158.0018748	0.539598456
769	158.0009481	0.5396038567
770	157.9994507	0.539612583
771	157.9978654	0.5396218217
772	157.9967234	0.5396284766
773	157.995208	0.5396373075
774	157.9935281	0.5396470974
775	157.992082	0.5396555242
776	157.9912349	0.5396604608
777	157.990509	0.5396646908
778	157.9898307	0.5396686436
779	157.9875702	0.5396818161
780	157.9866035	0.5396874498
781	157.9854227	0.5396943306
782	157.9844309	0.5397001096
783	157.9837641	0.5397039955
784	157.9826056	0.5397107461
785	157.9816031	0.5397165876
786	157.980636	0.5397222227
787	157.9795953	0.5397282869
788	157.9788142	0.5397328383
789	157.9775656	0.5397401138
790	157.9765328	0.5397461318
791	157.9757333	0.5397507909
792	157.9750181	0.5397549579
793	157.974067	0.5397604997
794	157.9731236	0.5397659968
795	157.9713524	0.5397763173
796	157.9706931	0.5397801587
797	157.9694155	0.5397876028
798	157.9681679	0.5397948721
799	157.9670214	0.5398015521
800	157.9656374	0.5398096159
801	157.9641932	0.5398180306
802	157.9629966	0.5398250024
803	157.9609646	0.5398368412
804	157.9600424	0.5398422143
805	157.958735	0.5398498319
806	157.9581507	0.5398532357
807	157.9573028	0.5398581758
808	157.9556213	0.5398679725
809	157.9547289	0.5398731717
810	157.9538301	0.5398784078
811	157.9522039	0.5398878825
812	157.9512876	0.5398932204
813	157.9498664	0.5399015005
814	157.9480218	0.5399122469
815	157.9468658	0.5399189812
816	157.9456902	0.5399258299
817	157.9448971	0.5399304507
818	157.9431384	0.539940696
819	157.9420947	0.5399467761
820	157.9405397	0.5399558348
821	157.9398793	0.5399596823
822	157.938198	0.5399694764
823	157.9370304	0.5399762782
824	157.9364367	0.539979737
825	157.9346135	0.5399903578
826	157.9338614	0.539994739
827	157.9328414	0.5400006806
828	157.9316867	0.5400074069
829	157.9304448	0.5400146412
830	157.9285163	0.5400258749
831	157.9272132	0.5400334657
832	157.9265179	0.5400375162
833	157.9255685	0.5400430462
834	157.9240122	0.5400521116
835	157.9223654	0.5400617042
836	157.9216853	0.5400656656
837	157.9205036	0.5400725485
838	157.9188728	0.540082048
839	157.917622	0.5400893331
840	157.9160848	0.540098287
841	157.9149851	0.5401046921
842	157.9136853	0.5401122628
843	157.9126338	0.5401183874
844	157.9112934	0.5401261944
845	157.9101614	0.540132788
846	157.9091308	0.5401387904
847	157.9073257	0.5401493039
848	157.9058307	0.5401580114
849	157.9049079	0.5401633861
850	157.9037326	0.5401702312
851	157.9022897	0.5401786347
852	157.9013385	0.5401841748
853	157.8995453	0.5401946182
854	157.8988604	0.5401986072
855	157.8984026	0.5402012738
856	157.8973844	0.5402072033
857	157.8963287	0.5402133519
858	157.8950841	0.5402206
859	157.8938858	0.5402275791
860	157.8923406	0.5402365776
861	157.890354	0.5402481471
862	157.889271	0.5402544542
863	157.8880007	0.5402618518
864	157.8865526	0.5402702853
865	157.8860099	0.5402734456
866	157.8849454	0.5402796447
867	157.8833941	0.5402886785
868	157.8825887	0.5402933688
869	157.8814469	0.5403000181
870	157.8798225	0.5403094775
871	157.8790382	0.5403140447
872	157.8779962	0.5403201125
873	157.8759462	0.5403320496
874	157.8749439	0.5403378863
875	157.8732819	0.5403475646
876	157.872593	0.540351576
877	157.8714003	0.5403585211
878	157.8701858	0.5403655931
879	157.8693441	0.540370494
880	157.8687384	0.5403740213
881	157.8680565	0.5403779918
882	157.8664317	0.5403874523
883	157.8652355	0.5403944179
884	157.8641509	0.5404007329
885	157.863502	0.5404045116
886	157.8630229	0.5404073014
887	157.861753	0.5404146953
888	157.8599535	0.5404251728
889	157.858753	0.540432163
890	157.8572243	0.540441064
891	157.8559826	0.5404482937
892	157.8544832	0.5404570235
893	157.8537303	0.5404614076
894	157.8528789	0.5404663644
895	157.850647	0.5404793592
896	157.8490145	0.5404888639
897	157.8478663	0.5404955486
898	157.8469684	0.5405007763
899	157.8457015	0.5405081526
900	157.8439732	0.5405182149
901	157.8426138	0.540526129
902	157.8419957	0.5405297274
903	157.8411301	0.5405347673
904	157.8400652	0.5405409668
905	157.8387587	0.5405485731
906	157.8372165	0.5405575513
907	157.8364891	0.5405617858
908	157.8342758	0.540574671
909	157.8330789	0.5405816389
910	157.8322141	0.5405866732
911	157.8312707	0.5405921655
912	157.8305334	0.5405964577
913	157.8297072	0.5406012671
914	157.828698	0.5406071424
915	157.8273761	0.5406148377
916	157.826233	0.540621492
917	157.8253817	0.5406264476
918	157.8246976	0.54063043
919	157.8239498	0.5406347831
920	157.8224853	0.540643308
921	157.8214492	0.5406493397
922	157.820888	0.5406526062
923	157.8205639	0.5406544928
924	157.8191382	0.5406627918
925	157.8186173	0.540665824
926	157.8171928	0.5406741165
927	157.8161487	0.5406801937
928	157.8148082	0.540687997
929	157.8142126	0.5406914641
930	157.8129429	0.5406988545
931	157.8120855	0.5407038451
932	157.8111065	0.5407095441
933	157.809861	0.5407167935
934	157.8082167	0.5407263648
935	157.8071559	0.5407325392
936	157.8056675	0.5407412027
937	157.8046773	0.5407469662
938	157.8036224	0.5407531062
939	157.8027082	0.540758427
940	157.8019693	0.5407627279
941	157.8011162	0.5407676933
942	157.8003444	0.5407721852
